title, genre, comment
패신저스,"모험,SF",가오갤 스타로드가 잠시 외출했네ㅎ
마스터,"액션,범죄",재미있네요    눈도  즐겁네요
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",나쁘진 않았다. 좋은 연출에 좋은 연기굳굳
마스터,"액션,범죄",강동원이 잘생겼다. 이병헌 연기 잘한다.
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",거의 모든 사람들이 이 영화 평점에 10점을 주는 이유를 오늘에서야 알았습니다진짜 명작
씽,"뮤지컬,애니메이션",처음엔 약간 지루한듯 했지만 아이들은 잘보더라구요 하지만 씽에 결정적인 장면은 끝까지 지켜봐야 한다는것 ...마지막 동물들이 펼치는 무대는 옆에 있던 아이들도 춤추고 저도 자리에 앉아 엉덩이를 들썩일만큼 흥겹고 재미있었습니다^^
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",재미와 감동을 주는 영화
눈의 여왕3: 눈과 불의 마법대결,"애니메이션,모험,가족,판타지",아주 엄청 재미 있었 답니다^^
패신저스,"모험,SF",내가 만약 우주공간에서 둘이 남았다면 저렇게 살수 있을까? 생각해보는 영화였습니다.
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",최고의 영화입니다 꼭 보세요
마스터,"액션,범죄",역시 이병헌. 연기력은 논란의 소지가 없다.
눈의 여왕3: 눈과 불의 마법대결,"애니메이션,모험,가족,판타지",애들이랑 봤는데 겨울왕국 만큼 재미있네요~~~^^
로그 원: 스타워즈 스토리,"액션,모험,판타지,SF",주인공이 죽어서 충격적이였어요 ㅠ
패신저스,"모험,SF",진짜진짜 보는내내 두근두근하고 손에 땀을 쥘 정도로 집중해서 봤어요 결말이 좀 아쉬웠지만 정말재밌어요!
판도라,"드라마,스릴러",너무 슬픈영화네요. 가슴이 미어지는것 같아서 펑펑 울었어요. 실제로 일어날수있는 일이라 더 감정이입이 되네요
눈의 여왕3: 눈과 불의 마법대결,"애니메이션,모험,가족,판타지",7살 아들이 집중래서 봅니다
패신저스,"모험,SF",시나리오가 좋았어요!@
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",일본 애니메이션 의 저력
패신저스,"모험,SF",우주영화에 감성이 더해진 영화
마스터,"액션,범죄",생각보다  참 재미있었다
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",네 제 인생애니 입니다 이 감독이 유명한 누구고 어쩌구 다집어치우고 제 인생애니에요 도랏ㄷㄷ 내용이 겁나 재밌고 그래픽 완나 이쁘고 남여주 다이쁘고 진짜ㅠㅜㅜㅜ
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",추억을  소환하는....
사랑하기 때문에,"코미디,멜로/애정/로맨스",마음이 따뜻해지는 영화였습니다.사랑의마음이 더욱 깊어지는 것 같습니다.유재하의 '사랑하기 때문에' 라는 노래도 정말 좋았고 서현진씨의 목소리로 들으니 더 좋았습니다. 감동과 재미를 넘나드는 따뜻한 영화였습니다
판도라,"드라마,스릴러",삼척에서 살고있어서인지 동감률이 100%~~~마지막 주인공에 독백이 너무나 감동입니다사람으로서 죽움을 앞두고하던 진짜속이야기너무나동감합니다  꼭~~~~보세요
눈의 여왕3: 눈과 불의 마법대결,"애니메이션,모험,가족,판타지",아이들 영화인만큼 아이들이 만족합니다
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",엉어ㅡㅇ울뻔했다 ㅠㅠ
다크 나이트,"액션,범죄,드라마,미스터리,스릴러",너무 간지가 난다.. 남자가 보면 전율을 느끼는 영화
라라랜드,"드라마,뮤지컬,멜로/애정/로맨스","꿈과 현실, 그리고 사랑"
패신저스,"모험,SF",한번 경험해 보고 싶은 삶..
눈의 여왕3: 눈과 불의 마법대결,"애니메이션,모험,가족,판타지",아이가 잼있어 해요^^
마스터,"액션,범죄",여자친구가 마니 좋아하네여잘보고 가요
패신저스,"모험,SF","먼미래 이야기인데, 현실 인간성의 본질을 잘 표현한 듯"
패신저스,"모험,SF",재미있네요 정말 재미있네요
로그 원: 스타워즈 스토리,"액션,모험,판타지,SF",스타워즈에 관심없던 사람인데!!왜 왜 그리 열광하는지 그 역사에 호기심 증폭
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",인생영화는 아닌데 애들이 OO한다.
패신저스,"모험,SF",이런저런 생각을 하게 만드는 영화네요
패신저스,"모험,SF",사람 네명 나오면서 재미있게 찍었네요
마스터,"액션,범죄",재밋게 잘봤어요 이병헌 연기 와...
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",재밌어요오에이여호리
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",오랜만에 영화 재미있게 잘 봤네요
마스터,"액션,범죄",꿀잼 입니다 구읏구구구구
마스터,"액션,범죄",반전에 반전~ 볼만했음~
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",생각보단 야하다 그래서 좋았다(퍽!)영상미가 정말 좋은 애니돈이 안 아까움
로그 원: 스타워즈 스토리,"액션,모험,판타지,SF",모든면에서 무난했던.. 광수같이 생긴 삐꾸가 나오는 7보다야 훨...
"당신, 거기 있어줄래요","판타지,드라마",너무 재밌어서 할말이 없네요 흐흐
판도라,"드라마,스릴러","잼있음 ..,ㅋㄲㅋ ㄱㄱ"
패신저스,"모험,SF",아름다운 우주.. 나도 우주에 한번 가보고싶다
씽,"뮤지컬,애니메이션",한편의 뮤지컬을 본 감동
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",역시 감동 그 자체 였다.
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",일본애니에 대한 편견을 바꿔주는 영화... 실사 못지않게 애니메이션만으로도 충분히 감동과 여운을 전달해줄 수 있다는 사실을 각인시켜주었다. 마지막 엔딩과 동시에 흐뭇해지는 신기한 현상도 겪을수 있다.
터널,드라마,지금까지 봐왔던 영화 중에 제일 잘 만든 것 같아서 장면 하나하나가 계속 기억에 남는 영화!
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",정말 재미있었어요~ 너무 신비로워서 마음속에 여운이 가득남네요^^
동주,드라마,흑백 화면으로 그려낸 시
패신저스,"모험,SF",재밋네요 비현실적인것 같지만 사실 현실적인 이야기?
씽,"뮤지컬,애니메이션",완전짱!!!감동도 있고 보는내내 엉덩이가 들썩거려 신이났어요^^ 노래도 넘나좋았답니당
"나, 다니엘 블레이크",드라마,리얼합니다. 아무도 잘못하지 않았는데 누구나 잘못될 수 있네요. 무엇이 문제입니까 ???
사랑하기 때문에,"코미디,멜로/애정/로맨스",남자친구랑 같이 봤는데 재밌으면서도 중간에 감동도 있었어요^^둘다 울고ㅎ볼만합니다♡
사랑하기 때문에,"코미디,멜로/애정/로맨스",조금 지루한감도 있긴했는데 나름 괜찮았어요
눈의 여왕3: 눈과 불의 마법대결,"애니메이션,모험,가족,판타지",우리 공주님이 재밌다고 한걸로 된거여 ㅎㅎ
씽,"뮤지컬,애니메이션",가족들과 함께 보기에 무난합니다.
패신저스,"모험,SF",SF영화에서 이 영화처럼 출연 배우 수가 적은 영화가 있었나? 머언 훗날 지구는 어떠할까? 미래를 다시 생각토록하는 영화.
씽,"뮤지컬,애니메이션",딸들은  재미  있었다고각  캐릭터  얘기 신나게 했어요
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",올해 첫 영화로도 최고였고 이 시대를 살면서 이런 영화를 볼 수 있다는 자체가 나에겐 감동이였다
시티오브엔젤,,현원 감독님 이 영화보고 정말 펑펑 운 것 같아요 세상에서 아름다운 이야기가 있다면 소설적으로 표현했던 말테의 수필이 생각나는군요 상영시간도 길어서 돈이 아깝지 않을 만큼 재밌게 본 것 같습니다! 다음 영화도 기대할께요! 조만간 김진원 감독님과 양대산
패신저스,"모험,SF",기대만큼재밌었어요ㅎㅎ
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스","작화, 사운드, 연출 최고."
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",엄청 재미 있고 시간 가는줄 모르 겠습니다
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",마지막에 타키랑 미츠하 만나는 장면보고 진짜 감동적이엿던거같아요
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",사랑하는연주랑봐서 너무너무좋았다
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",와 진짜 겁나 재밌어요 와..
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",진짜 감동적이다..크으 한번보러가셔야함
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",일본 영화는 항상 보고나면 이야기가 예쁘다는 느낌을 받는다. 이번에도 그랬다.
패신저스,"모험,SF",너무잘봤습니다!패신저스2가나올것같은느낌~!저기서 나혼자깼으면 어땠을까 상상이가는
패신저스,"모험,SF",일단 우주선이 너무 좋다. 디자인에 꽤 신경을 많이 쓴거같고 그래서 영상미가 무척좋다. 이야기는 러브스토리
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",참 재밌네요..신카이마코토작품은 뭔가 여운이 남네요..아직 만난적 없는 너를...이제부터 내가 찾으러 갈게...잊고 싶지 않는 사람이... 잊어서는 안되는 사람이 있겠지요..인연~~
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",몰입감부터 스토리 ost까지 최고의 작품
패신저스,"모험,SF",감동과 영상미 대박...진짜 간만에 제대로 몰입해서봤네요
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",난생 처음으로 다시보고 싶은 영화가 있음을 느끼개해준 영화 너와나의연결무스비!!
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",영상미 음악 스토리 삼합이 아주 맛있다 시간나면 한번더 보고 싶다
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",재미있었어요~~~ 감동적이었어요
패신저스,"모험,SF",내가 저상황이라면 이라고 생각해서그런지 몰입했네요 보는내내 미래 우주 싱기
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",작화 스토리 모두 완벽했다고 생각한다 꼭보셈
눈의 여왕3: 눈과 불의 마법대결,"애니메이션,모험,가족,판타지",아이도 저도 재미있게봤어요~
패신저스,"모험,SF",미래 우리가 행성에서 살 수 있다는 상상의 나래를  펼치게해주면서  또한 무한한 과학의힘이 얼마나위대한지~~ 사랑의 힘이 얼마나큰지~~  처음부터 끝까지 너무 재미있었습니다~~
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",재미있어요~~~소소한 웃음 감동 ㅎㅎㅎ
언어의 정원,애니메이션,이런느낌 너무 좋은데....
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",재밌었어요~ 꾸르잼 ㅋㅋ 굿
사랑하기 때문에,"코미디,멜로/애정/로맨스",약간 지루한 전개도 없진 않았으나 전체적으로 재밌었었고 볼만 했어요
패신저스,"모험,SF",좋은 소재에 탑배우를 기용했는데... 블록버스터급이 아니다보니...많이 아쉬워요. 광활한 우주에서 단둘이 로맨스라~ 짠하네요!!!
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",영상미는 최고 @@ 한컷 한컷 캡쳐해서 걸어놔도 좋을 정도로.... 흠이라면 약간 스토리가 중간에 끄는 느낌....
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",무미건조한 삶을 살고 있었는데 이 영화를 보고 마음이 따뜻해졌어요. 힘이 나네요 ㅎㅎ 이 여운이 좀 더 오래 남았으면 좋겠어요
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",띵중띵작. 몇 번이라도 다시 보러 가고 싶은 작품. 새해 첫날부터 내 심금을 울린 작품.
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",자리가 없어서 돈 더 내고 커플석봤는데 후회가 안되는 내용이다.
패신저스,"모험,SF",영화설정자체가 재미를 떠나서 숨막혔어요. 내가 그 상황이었으면 어땠을까.... 어쨋든 쌈박했음
라라랜드,"드라마,뮤지컬,멜로/애정/로맨스",내꿈은 뭐지..되돌아볼수있는영화였습니다.
팬도럼,"공포,SF,스릴러",난 재미있게 봤다 여주인공 안체트라우가 맨오브스틸의 그 외계인 여전사인걸 알고 보면 색다름
마스터,"액션,범죄",배우가 잘생김 연기도 다 잘함
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",아주 좋앗습니다  너무 스토리 이야기가 좋앗습니다. 이 영화를 보고 난뒤에 저는 이런일이 일어날까 궁금하였고 실제로 여기 가서 살고싶어요ㅠㅠ 노래도 넘좋구 맘에듭니다. 인생영화로 꼭한번 보시길 바랍니다!
눈의 여왕3: 눈과 불의 마법대결,"애니메이션,모험,가족,판타지",애들이 너무 재미있게 봤어요
눈의 여왕3: 눈과 불의 마법대결,"애니메이션,모험,가족,판타지",9살 남자아이 너무 좋아합니다
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",그냥 보세요.  애니라도 극장에서 봐야 그 감흥이 큽니다. 절대 후회안함. 진짜 소재 신선하고 애틋하다. 몰입감 최고. .   감동 최고. .  여운 최고. .
패신저스,"모험,SF",난  무지 재밌었는데....
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",진짜 최고 입니다. 다들 꼭 보세요.
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",진짜 말이 필요없는 그림솜씨..너무나 아름다운 풍경과 그속에 풍부한 스토리. 진짜 몰입도도 좋고 정말 그런 잔잔한 러브스토리 최고였어요!!
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",너무재밌어요...하..
로그 원: 스타워즈 스토리,"액션,모험,판타지,SF",하고자 헀던 말이 나에게 잘 전달되었다
마스터,"액션,범죄",영화재미있게 보았습니다 배우들이하나 같이연기를 잘하네요 특히김우빈 연기가 재미있었습니다
패신저스,"모험,SF",넓은 우주공간에 혼자 있다고 생각하니까 소름..
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",소박한 감동과 멜로가 조화로운 영화네요!! 하루종일 여운이 가시지 않는 후유증 같은..ㅋㅋ기억에 많이 남네요
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",애니메이션 영화중에 최고였다.
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",진짜.. 최고에요 그림 너무 아름답고 스토리도 ..  인생 영화 입니다ㅠㅠ
씽,"뮤지컬,애니메이션",아이들이 보고싶다고 해서 기대없이 보러간 영화였지만 제가 더 감동 받았어요..  주토피아와 비슷한듯 하면서도 다른 감동의 시간있었어요.. 영화음악들도 너무 좋아 영화관 나오자마자 찾아들을 정도네요.. 기대이상입니다..
판도라,"드라마,스릴러",진짜 슬프고 감독적이고 진짜 재미있네요
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",애니라고 기대안하고 봤다가 너무 몰입도 있고 재미있게 본 영화. 그림도 예쁘고 스토리도 모두 완벽했다.
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",오늘로 세번째 봤습니다.앞에 두번을 봤슴에도 놓친 부분이 있더라구요그리고 늘 그장면에서는 눈물의 흐르는건 어쩔 수 없나봅니다. 그만큼 이 영화는 마음 한구석에 감동을 줍니다. 이건 꼭 보세요. 두번 보세요. 그래야 더 이해가 됩니다.
마스터,"액션,범죄",우리가 사는 현실이녬요...!
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",말이 필요없음. 걍봐라
팬도럼,"공포,SF,스릴러",이런 수작들 놓친게 많지 않길
패신저스,"모험,SF",신선한 우주로맨스 영화!ㅋㅋ
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",그림이 너무 예쁨~ 초속 5cm처럼 끝나면 어쩌나 했는데... 뭐 자세한 건 직접 보시길~
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",진짜 대박 추천 진짜 이 영화보고 마음이 짠했어요
시간을 달리는 소녀,"애니메이션,가족,드라마,판타지",내가 호소다 마모루 감독에게 빠지게 되는 계기가 되었다
눈의 여왕3: 눈과 불의 마법대결,"애니메이션,모험,가족,판타지",기대이상으로 괜찮았습니다 어른들이 보기에도 무난하네요
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",초대박작이래서 기대많이 했는데 정말 좋았다.인연을 빨간끈으로 이어져있다고 여기는 일본정서지만 너무 와닿고 흑입력짱.도쿄와 시골을 오가며일어나는 일들이너무 재밌었다.
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",애니메이션을 보고 가슴찡해 눈물을 흘리다니... 헐.  영화를 보면서 뭔가 가슴뛰게 하는 운명적인 러브스토리에 빠져 헤어나오기 어렵네요.
눈의 여왕3: 눈과 불의 마법대결,"애니메이션,모험,가족,판타지",아이들이랑같이보기 참 좋아요
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",일본 감성을 정말 좋아하시는 분들께는 걸작중의 걸작중간중간 노래가 좀 거슬렸음..그림은 정말 대단했네요
씽,"뮤지컬,애니메이션",아이들과 신나게 즐길 수 있는 영화
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",평이 좋아서 기대하고 갔는데 기대이상입니다!!
마스터,"액션,범죄",김우빈이 잘생겼구요강동원도 잘생겼구요이병헌은 조금 별로네욤~
패신저스,"모험,SF",역시 사랑은 어떤 고난도 이길 수 있다
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",띵작!.말이필요없다
마스터,"액션,범죄",엄청재밌어욪감동적이고
사랑하기 때문에,"코미디,멜로/애정/로맨스",누구나 사랑이 필요합니다. 사랑을 주고 받고 그 사랑은 기적이 되고좋은 영화 잘봤습니다.
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",진짜 몰입도 좋고 원피스 말고 애니 안봤는데 너의 이름은 보고 반했습니다 명작입니다
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",2회차 후기 : 처음볼 때 신경쓰지 않고 지나간 부분들을 다시 볼 수 있어서 좋았어요. 특히 그 특유의 작화는 영화의 꽃이라고 해야할까요? 친구들도 볼만 했다고 했고 현재 순위가 아깝지 않네요. 더 많은 사람들에게 추천해주고 싶어요!
마스터,"액션,범죄",현재 대한민국 아이폰 시리야 Play for corea
패신저스,"모험,SF",만족함 여주남주 괜찮  내용도 무난
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",ㅈ엄자ㅐㅂ드앰ㄷㅂ제ㅏㅐㅂㅈ
눈의 여왕3: 눈과 불의 마법대결,"애니메이션,모험,가족,판타지",아이들만 보는 영화가 아닌 어른들도 충분히 재미있게 볼 수 있는 영화
패신저스,"모험,SF",마션보다훨씬 재미씀 ㅎㅎ 스토리가 흐이진진
언어의 정원,애니메이션,"빈약한 내용으로 혹평을 많이 받지만 정작 3번을 보는동안 스토리 속에 일체로 휩쓸렸다 보면 볼수록 감정을 솟구치게하는 영화의 흐름, 각 프레임들부터 OST, 성우들의 연기까지 너무나도 조화롭다 앞으로 2번은 다시 볼 작품"
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",너무 좋은 영화입니다!!
"당신, 거기 있어줄래요","판타지,드라마",분명 좋았는데 해피엔딩을 위해 너무 욕심 낸 영화
씽,"뮤지컬,애니메이션",저희 아들은 5살아들은  너무좋아하고 6살딸은 살짝 지루해했지만 유쾌했습니다 ^^
에곤 쉴레: 욕망이 그린 그림,드라마,예술을 위해서는 철저히 이기적인?그러나 그 욕망이 있었기에 지금의 작품이 남은듯?
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",요 몇년동안 본 애니메이션 영화중에서 가장  인상 깊었던것 같습니다. 오늘 아침에 영화를 봤는데 지금까지도 여운이 남아있을 정도 입니다.
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",너무나 아름다운영상과 Ost가 넘좋았어요^^♡
마스터,"액션,범죄",생각보다 많이 재밌었어요
마스터,"액션,범죄",꿀잼입니다 대박!!!와
씽,"뮤지컬,애니메이션",더빙을 아이랑 같이 봤는데 노래까지 더빙이면 좋을듯해요
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",너무재밌었던영화...
패신저스,"모험,SF",기대이상의 환상의  스토리에  놀라고 웃고 울고..감동였으니 강추해봅니다 ^^
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",영화보는 내내 울음이 멈추질 않았어요
씽,"뮤지컬,애니메이션",진짜진짜~~재미있게 본 영화~~~
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",재밌어요오오오옹ㅎ오
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",나름 볼만한데 조금 오글거린다
여교사,드라마,"야시시한걸 기대하지 않는다면 몰입도 짱! 강추!김하늘의 샌드위치 먹는 표정은 캬~, 진짜 연기 잘하는 듯~"
마스터,"액션,범죄",아주재밌게봤습니다.
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",많은 극장애니를 봤지만 이렇게 여운이 큰건 처음입니다.배경은 너무좋았고 중간에 나오는 음악도 좋았습니다. 그리고 만나지 않고 몸만 바뀐 타키와 미츠하의 서로에대한감정이 잘 표현된거 같아 영화 보는 내내 설렜네요.정말 한번더 보고싶을 정도로 잘봤습니다!
마스터,"액션,범죄",재미있게잘봤어요~현실같은..
패신저스,"모험,SF",제니퍼로렌스 보느라 넋이나감..
로그 원: 스타워즈 스토리,"액션,모험,판타지,SF",좋음~완전좋음~짱좋음~
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",진짜 녹차 같은 영화다 멍하니 영화관 나와서 계속 영화 생각만 하게 된다 또 보러 가야겠다
마스터,"액션,범죄",요즘개봉작중 그나마 볼만한 영화
프리퀀시,"범죄,드라마,SF,스릴러",아버지와 아들의 인생을 바꾸는 오로라 흑점의 깨알 대쉬.아들의 진심어린 조언을 불길 속 방황하는 갈림길.담배로 인한 병사를 현명하게 대처한 아버지.그 당시 월드 시리즈의 결과로 인한 새치 아저씨의 불신 뒤에 믿음성.한번 잘못 움직이면 인생이 바뀐다..
씽,"뮤지컬,애니메이션",잼나요 신나는영화 아 재미재미
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",네가본애니메이션영화중에최고였어요 저는어저봤습니다
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",별점이10점까지밖에없는게아쉬울정도 무엇보다 긴여운을남긴다
패신저스,"모험,SF",제니퍼로렌스 크리스프렛 행복하게 살았겠지??
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",신카이마코토에서 호소다마모루가 보인다.
패신저스,"모험,SF",재미있게 잘 봤는데 어딘가 모르게 좀 허전하다.
마스터,"액션,범죄",엄으낭난나ㅏ나나잼나
눈의 여왕3: 눈과 불의 마법대결,"애니메이션,모험,가족,판타지",걍~그리나쁘지도좋지도않았어요~저는보다가~잠이들었네요. . .
마스터,"액션,범죄",강동원이 좀 멋지네요~~^^
눈의 여왕3: 눈과 불의 마법대결,"애니메이션,모험,가족,판타지",이번 편이 역대급이라는 우리아들 ㅋㅋㅋ 귀여워죽겠어ㅋㅋㅋ
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",오늘 영화를 보고 꽤 울었습니다. 그정도로 감정몰입이 잘되는 영화였고 영화가 끝나고도 가슴한 켠에 여운이 남아서 정말 감명깊었던 영화인것 같고 인생 애니매이션으로 남을 수 밖에 없는 스토리 정말 완벽합니다. 장난이 아니라 내일 친구랑 또 보러 갑니다.
마스터,"액션,범죄",연기도 잘하고 재밌게 봤습니다
사랑하기 때문에,"코미디,멜로/애정/로맨스",재미있게 잘 봤습니다.
마스터,"액션,범죄",엄마랑 잼있게 봤어요~ 내용도 탄탄하고 돈도 많이든 영화 같구 ㅋㅋ 이병헌은 나쁜놈연기가 딱인가봐요~ ㅋㅋ 추천받아서 본 영화인데 다른사람들에게도 추천해주고 싶네요^^
사랑하기 때문에,"코미디,멜로/애정/로맨스",직원들 친절하시고 잘 봤습니다
판도라,"드라마,스릴러",이 영화를 한수원과 정치인들이 꼭 보시길바랍니다감동적이고 현실감 있고 재미습니다
패신저스,"모험,SF",미래얘기라서 흥미진진해요
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",인터스텔라가 생각나는 영화네요
에곤 쉴레: 욕망이 그린 그림,드라마,평점은 8점?에곤 쉴레 작품이 그려진 배경과 상황이 리얼하게 표현.지나치게 처참한 상황도 덤덤하게 연출하이 좋다.뭔지 모를 허전함(?)이 아쉬움으로 남는다.
패신저스,"모험,SF",시간보내기 괜찮은 영화
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",오랜만에 진짜 좋은 영화였음
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",돈보다 영화가 아깝다.
패신저스,"모험,SF",재밌긴한데 뭔가 아쉽네요.
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",이 영화 보려고 11월 부터 기다렸는데 보니까 정말 기분이 하루 종일 좋았네요. 풍경 작화가 매우 이쁘고 스토리가 기분이 매우 좋았습니다!
눈의 여왕3: 눈과 불의 마법대결,"애니메이션,모험,가족,판타지",지루할 틈 없이 끝까지 재미있게 봤어요~^^유치원 다니는 조카도 끝까지 집중 할수 있는 영화였어요
씽,"뮤지컬,애니메이션",애들이 엄청 신나 하네요. 굿~
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스","노래도 좋고 영상미도 좋고, 여친이랑 같이봐서 더 좋았어요."
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",영화 몰입도 좋았고 최고의 영화네요
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",온몸이 떨리고 벅참이 끓어올랐다. 그뿐이였다. 이미 난 박수를 치고있었다. 그뿐이였다...
에곤 쉴레: 욕망이 그린 그림,드라마,"에곤쉴레 작품들의 뮤즈와, 그의 짧지만 강렬했던 삶.좋은 영화였어요."
마스터,"액션,범죄",재밌긴한데 기대했던거보단..ㅎ
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스","영상미도, 노래도 너무 좋아서 기억에 오래 남을 것 같습니다.이 감독의 작품을 더 찾아봐야 할 것 같네요."
마스터,"액션,범죄",이병헌보려고 봤습니다
여교사,드라마,음 생각보다는 별루..
마스터,"액션,범죄",배우들 캐미 좋고~ 요즘같이 갑갑할때 대리만족 제대로 시켜주는 영화
로그 원: 스타워즈 스토리,"액션,모험,판타지,SF",완전꿀잼 정말꿀잼 꼭봐여
라라랜드,"드라마,뮤지컬,멜로/애정/로맨스","배우들의 압도적인 연기력이 소스에 불과할만큼이나 감독의 연출스킬이 엄청난 영화,현21세기문명사회에서 겪는 이성간의 가장 심플한 공통된 꿈과 사랑이란 공통분모를 피할수없는 현실을 잘묘사했다.다음문명세대에서시대대표영화로 재평가 되어야할 가치가 충분히 있다"
라라랜드,"드라마,뮤지컬,멜로/애정/로맨스",재밌었어요 음악도 좋구
패신저스,"모험,SF",기대안하고 본거 치곤 꽤나 재밋엇어요
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",영화보는 내내 기분좋은 소름이 계속 끼쳤다.... 인생영화!!!
라라랜드,"드라마,뮤지컬,멜로/애정/로맨스",두번을 봐도 역시 감동입니다.
눈의 여왕3: 눈과 불의 마법대결,"애니메이션,모험,가족,판타지",아이들과 보기에 종구요. 재미있습니다.
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",띵작입니다.. 영화보는 내내 행복했어요
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",진짜 작화는 혼이느껴질정도로 재미있고 지루하지않고 이런 영화는 보기 힘들다
신비한 동물사전,"판타지,모험",엄마도 저도 보는내내 너무 재밋어서... 좋은시간 보냈습니다 ㅎ
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",스토리에 지리고 작화에 지리고 노래에 지리고 이세가지로 지린 나를 보고 지리는 갓영화입니다 너의 이름은 꼭 보세요 두번 보세요 또 보세요
패신저스,"모험,SF",SF로맨스 영화랄까? 은근 조합이 좋은데요ㅕ
라라랜드,"드라마,뮤지컬,멜로/애정/로맨스",낭만을 듬뿍 만끽했다!!
마스터,"액션,범죄",재밌어요  강동원 멋져  멋져
